Date2,Date3,Date1,Date,Close/Last,Volume,Open,High,Low
05-07-2020,07-05-2020,05-07-2020,2020/05/07,23.55,288733,24.09,26.74,22.94
05-08-2020,08-05-2020,05-08-2020,2020/05/08,24.74,178222,23.35,24.99,23.26
05-11-2020,11-05-2020,05-11-2020,2020/05/11,24.14,157369,24.49,25.58,23.67
05-12-2020,12-05-2020,05-12-2020,2020/05/12,25.78,160903,24.49,26.23,24.22
05/13/2020,13-05-2020,05/13/2020,2020/05/13,25.29,122446,25.3,26.45,24.79
05/14/2020,14-05-2020,05/14/2020,2020/05/14,27.56,130795,25.56,27.96,25.18
05/15/2020,15-05-2020,05/15/2020,2020/05/15,29.43,85231,27.64,29.92,27.24
05/18/2020,18-05-2020,05/18/2020,2020/05/18,31.82,57021,29.53,33.32,29.53
05/19/2020,19-05-2020,05/19/2020,2020/05/19,32.5,19099,32.83,33.44,31.34
05/20/2020,20-05-2020,05/20/2020,2020/05/20,33.49,392364,31.89,33.78,31.56
05/21/2020,21-05-2020,05/21/2020,2020/05/21,33.92,359977,33.53,34.66,33.26
05/22/2020,22-05-2020,05/22/2020,2020/05/22,33.25,411001,33.95,34,30.72
05/26/2020,26-05-2020,05/26/2020,2020/05/26,34.35,453480,33.79,34.81,32.48
05/27/2020,27-05-2020,05/27/2020,2020/05/27,32.81,401527,34.14,34.32,31.75
05/28/2020,28-05-2020,05/28/2020,2020/05/28,33.71,420609,32.1,34.21,31.14
05/29/2020,29-05-2020,05/29/2020,2020/05/29,35.49,420891,33.68,35.77,32.36
06-01-2020,01-06-2020,06-01-2020,2020/06/01,35.44,366173,35.21,35.9,34.27
06-02-2020,02-06-2020,06-02-2020,2020/06/02,36.81,320931,35.56,37.06,35.28
06-03-2020,03-06-2020,06-03-2020,2020/06/03,37.29,479243,36.86,38.18,35.88
06-04-2020,04-06-2020,06-04-2020,2020/06/04,37.41,289254,36.76,37.62,36.38
06-05-2020,05-06-2020,06-05-2020,2020/06/05,39.55,376424,37.33,39.68,37.05
06-08-2020,08-06-2020,06-08-2020,2020/06/08,38.19,397386,39.41,40.44,37.96
06-09-2020,09-06-2020,06-09-2020,2020/06/09,38.94,370929,38.22,39.1,37.07
06-10-2020,10-06-2020,06-10-2020,2020/06/10,39.6,362966,38.5,39.91,37.73
06-11-2020,11-06-2020,06-11-2020,2020/06/11,36.34,493629,39.09,39.09,35.41
06-12-2020,12-06-2020,06-12-2020,2020/06/12,36.26,380344,36.26,36.99,34.48
06/15/2020,15-06-2020,06/15/2020,2020/06/15,37.12,353541,36.03,37.26,34.36
06/16/2020,16-06-2020,06/16/2020,2020/06/16,38.38,339007,37.05,39.06,36.38
06/17/2020,17-06-2020,06/17/2020,2020/06/17,37.96,225264,37.93,38.75,37.21
06/18/2020,18-06-2020,06/18/2020,2020/06/18,38.84,96816,37.74,38.97,37.11
06/19/2020,19-06-2020,06/19/2020,2020/06/19,39.75,44183,38.85,40.49,38.4
06/22/2020,22-06-2020,06/22/2020,2020/06/22,40.46,18811,39.18,40.7,39.12
06/23/2020,23-06-2020,06/23/2020,2020/06/23,40.37,356573,40.68,41.63,39.76
06/24/2020,24-06-2020,06/24/2020,2020/06/24,38.01,483384,39.99,40.54,37.31
06/25/2020,25-06-2020,06/25/2020,2020/06/25,38.72,437229,38.05,39.23,37.08
06/26/2020,26-06-2020,06/26/2020,2020/06/26,38.49,338747,39.09,39.35,37.79
06/29/2020,29-06-2020,06/29/2020,2020/06/29,39.7,327055,37.96,39.89,37.5
06/30/2020,30-06-2020,06/30/2020,2020/06/30,39.27,349492,39.72,40.08,38.98
07-01-2020,01-07-2020,07-01-2020,2020/07/01,39.82,386998,39.77,39.96,39.57
07-02-2020,02-07-2020,07-02-2020,2020/07/02,40.65,326235,39.78,40.74,39.46
07-06-2020,06-07-2020,07-06-2020,2020/07/06,40.63,273028,40.31,41.08,40.15
07-07-2020,07-07-2020,07-07-2020,2020/07/07,40.62,239403,40.68,40.95,39.9
07-08-2020,08-07-2020,07-08-2020,2020/07/08,40.9,263558,40.48,41.08,40.3
07-09-2020,09-07-2020,07-09-2020,2020/07/09,39.62,345020,40.87,40.99,39.27
07-10-2020,10-07-2020,07-10-2020,2020/07/10,40.55,366208,39.58,40.77,38.54
07/13/2020,13-07-2020,07/13/2020,2020/07/13,40.1,345391,40.35,40.72,39.47
07/14/2020,14-07-2020,07/14/2020,2020/07/14,40.29,389537,40.17,40.55,40.1
07/15/2020,15-07-2020,07/15/2020,2020/07/15,41.2,327910,40.55,41.26,40.08
07/16/2020,16-07-2020,07/16/2020,2020/07/16,40.75,183794,40.97,41.18,40.52
07/17/2020,17-07-2020,07/17/2020,2020/07/17,40.59,72124,40.69,40.9,40.02
07/20/2020,20-07-2020,07/20/2020,2020/07/20,40.81,38909,40.64,40.91,39.83
07/21/2020,21-07-2020,07/21/2020,2020/07/21,41.96,17724,40.65,42.4,40.64
07/22/2020,22-07-2020,07/22/2020,2020/07/22,41.9,319723,41.54,42.03,41.14
07/23/2020,23-07-2020,07/23/2020,2020/07/23,41.07,374334,41.95,42.36,40.83
07/24/2020,24-07-2020,07/24/2020,2020/07/24,41.29,338941,41.06,41.67,40.66
07/27/2020,27-07-2020,07/27/2020,2020/07/27,41.6,364710,41.26,41.82,40.48
07/28/2020,28-07-2020,07/28/2020,2020/07/28,41.04,262616,41.65,41.93,40.85
07/29/2020,29-07-2020,07/29/2020,2020/07/29,41.27,279638,41.13,41.57,40.93
07/30/2020,30-07-2020,07/30/2020,2020/07/30,39.92,457153,41.32,41.39,38.72
07/31/2020,31-07-2020,07/31/2020,2020/07/31,40.27,293852,40.34,40.55,39.66
08-03-2020,03-08-2020,08-03-2020,2020/08/03,41.01,313783,40.39,41.24,39.58
08-04-2020,04-08-2020,08-04-2020,2020/08/04,41.7,427371,40.78,42.08,40.14
08-05-2020,05-08-2020,08-05-2020,2020/08/05,42.19,472591,41.56,43.52,41.47
08-06-2020,06-08-2020,08-06-2020,2020/08/06,41.95,339186,42.19,42.65,41.61
08-07-2020,07-08-2020,08-07-2020,2020/08/07,41.22,365478,41.97,42.22,41.06
08-10-2020,10-08-2020,08-10-2020,2020/08/10,41.94,328469,41.5,42.33,41.17
08-11-2020,11-08-2020,08-11-2020,2020/08/11,41.61,399369,41.98,42.94,41.48
08-12-2020,12-08-2020,08-12-2020,2020/08/12,42.67,359950,41.62,42.9,41.53
08/13/2020,13-08-2020,08/13/2020,2020/08/13,42.24,282898,42.57,42.84,42.09
08/14/2020,14-08-2020,08/14/2020,2020/08/14,42.01,281945,42.33,42.57,41.62
08/17/2020,17-08-2020,08/17/2020,2020/08/17,42.89,187797,42.24,42.97,41.8
08/18/2020,18-08-2020,08/18/2020,2020/08/18,42.55,94785,42.79,42.99,42.11
08/19/2020,19-08-2020,08/19/2020,2020/08/19,42.93,44996,42.6,43.03,42.36
08/20/2020,20-08-2020,08/20/2020,2020/08/20,42.58,17963,42.74,42.79,41.5
08/21/2020,21-08-2020,08/21/2020,2020/08/21,42.34,328732,42.75,42.96,41.46
08/24/2020,24-08-2020,08/24/2020,2020/08/24,42.62,276796,42.48,42.89,42.23
08/25/2020,25-08-2020,08/25/2020,2020/08/25,43.35,316506,42.36,43.57,42.31
08/26/2020,26-08-2020,08/26/2020,2020/08/26,43.39,249771,43.39,43.78,43
08/27/2020,27-08-2020,08/27/2020,2020/08/27,43.04,305095,43.45,43.5,42.36
08/28/2020,28-08-2020,08/28/2020,2020/08/28,42.97,255609,42.98,43.42,42.69
08/31/2020,31-08-2020,08/31/2020,2020/08/31,42.61,219480,42.91,43.57,42.56
09-01-2020,01-09-2020,09-01-2020,2020/09/01,42.76,269697,42.83,43.43,42.72
09-02-2020,02-09-2020,09-02-2020,2020/09/02,41.51,396996,43.02,43.21,41.23
09-03-2020,03-09-2020,09-03-2020,2020/09/03,41.37,393678,41.63,41.79,40.22
09-04-2020,04-09-2020,09-04-2020,2020/09/04,39.77,423209,41.25,40.9,39.35
09-08-2020,08-09-2020,09-08-2020,2020/09/08,36.76,686873,39.48,39.59,36.13
09-09-2020,09-09-2020,09-09-2020,2020/09/09,38.05,428422,36.79,38.45,36.16
09-10-2020,10-09-2020,09-10-2020,2020/09/10,37.3,338923,37.8,38.18,36.93
09-11-2020,11-09-2020,09-11-2020,2020/09/11,37.33,331966,37.01,37.82,36.67
09/14/2020,14-09-2020,09/14/2020,2020/09/14,37.26,309669,37.32,37.68,36.82
09/15/2020,15-09-2020,09/15/2020,2020/09/15,38.28,314656,37.28,38.57,37.06
09/16/2020,16-09-2020,09/16/2020,2020/09/16,40.16,342971,38.35,40.34,38.35
09/17/2020,17-09-2020,09/17/2020,2020/09/17,40.97,262034,40.19,41.22,39.42
09/18/2020,18-09-2020,09/18/2020,2020/09/18,41.11,73755,40.97,41.18,40.57
09/21/2020,21-09-2020,09/21/2020,2020/09/21,39.31,33734,40.98,41.27,38.66
09/22/2020,22-09-2020,09/22/2020,2020/09/22,39.6,15651,39.63,40.02,39
09/23/2020,23-09-2020,09/23/2020,2020/09/23,39.93,298174,39.76,40.72,39.49
09/24/2020,24-09-2020,09/24/2020,2020/09/24,40.31,258227,39.6,40.37,39.12
09/25/2020,25-09-2020,09/25/2020,2020/09/25,40.25,214146,40.15,40.64,39.71
09/28/2020,28-09-2020,09/28/2020,2020/09/28,40.6,212719,40.07,40.8,39.78
09/29/2020,29-09-2020,09/29/2020,2020/09/29,39.29,356884,40.58,40.7,38.41
09/30/2020,30-09-2020,09/30/2020,2020/09/30,40.22,323219,39.16,40.09,39.81
10-01-2020,01-10-2020,10-01-2020,2020/10/01,38.72,415352,39.9,40.47,37.61
10-02-2020,02-10-2020,10-02-2020,2020/10/02,37.05,369869,38.6,37.08,36.86
10-05-2020,05-10-2020,10-05-2020,2020/10/05,39.22,354266,37,39.72,37
10-06-2020,06-10-2020,10-06-2020,2020/10/06,40.67,382606,39.35,40.86,39.1
10-07-2020,07-10-2020,10-07-2020,2020/10/07,39.95,405108,39.83,40.35,39.28
10-08-2020,08-10-2020,10-08-2020,2020/10/08,41.19,379278,39.99,41.33,39.76
10-09-2020,09-10-2020,10-09-2020,2020/10/09,40.6,304787,41.31,41.47,40.38
10-12-2020,12-10-2020,10-12-2020,2020/10/12,39.43,290338,40.4,40.45,39.04
10/13/2020,13-10-2020,10/13/2020,2020/10/13,40.2,330962,39.53,40.28,40.14
10/14/2020,14-10-2020,10/14/2020,2020/10/14,41.04,302316,40.19,41.16,39.82
10/15/2020,15-10-2020,10/15/2020,2020/10/15,40.96,230737,41.13,41.03,40.92
10/16/2020,16-10-2020,10/16/2020,2020/10/16,40.88,83245,40.88,41.05,40.08
10/19/2020,19-10-2020,10/19/2020,2020/10/19,40.83,52565,40.69,41.22,40.54
10/20/2020,20-10-2020,10/20/2020,2020/10/20,41.46,17399,40.65,41.7,40.25
10/21/2020,21-10-2020,10/21/2020,2020/10/21,40.03,346021,41.22,41.59,39.78
10/22/2020,22-10-2020,10/22/2020,2020/10/22,40.64,292201,40.04,41.02,39.71
10/23/2020,23-10-2020,10/23/2020,2020/10/23,39.85,251057,40.61,40.92,39.57
10/26/2020,26-10-2020,10/26/2020,2020/10/26,38.56,341684,39.69,39.74,38.28
10/27/2020,27-10-2020,10/27/2020,2020/10/27,39.57,324103,38.59,39.83,38.51
10/28/2020,28-10-2020,10/28/2020,2020/10/28,37.39,466151,38.97,37.57,36.97
10/29/2020,29-10-2020,10/29/2020,2020/10/29,36.17,533963,37.39,37.76,34.92
10/30/2020,30-10-2020,10/30/2020,2020/10/30,35.79,367503,36.07,36.6,35.21
11-02-2020,02-11-2020,11-02-2020,2020/11/02,36.81,467629,35.24,37.15,33.64
11-03-2020,03-11-2020,11-03-2020,2020/11/03,37.66,390487,37.03,38.23,37.8
11-04-2020,04-11-2020,11-04-2020,2020/11/04,39.15,417326,38.15,39.16,38.93
11-05-2020,05-11-2020,11-05-2020,2020/11/05,38.79,279316,39.17,38.56,38.4
11-06-2020,06-11-2020,11-06-2020,2020/11/06,37.14,381564,38.54,38.61,37.06
11-09-2020,09-11-2020,11-09-2020,2020/11/09,40.29,592543,37.34,40.45,39.77
11-10-2020,10-11-2020,11-10-2020,2020/11/10,41.36,426057,39.91,41.84,41.29
11-11-2020,11-11-2020,11-11-2020,2020/11/11,41.45,410601,41.79,43.06,41.32
11-12-2020,12-11-2020,11-12-2020,2020/11/12,41.12,360853,41.47,42.19,40.87
11/13/2020,13-11-2020,11/13/2020,2020/11/13,40.13,309998,40.94,40.94,40.06
11/16/2020,16-11-2020,11/16/2020,2020/11/16,41.34,337027,40.17,42.09,40.15
11/17/2020,17-11-2020,11/17/2020,2020/11/17,41.43,214643,41.44,41.69,40.57
11/18/2020,18-11-2020,11/18/2020,2020/11/18,41.82,89395,41.35,41.73,41.57
11/19/2020,19-11-2020,11/19/2020,2020/11/19,41.74,46456,41.61,41.98,41.76
11/20/2020,20-11-2020,11/20/2020,2020/11/20,42.15,18052,41.7,42.32,41.51
11/23/2020,23-11-2020,11/23/2020,2020/11/23,43.06,283487,42.46,42.97,42.81
11/24/2020,24-11-2020,11/24/2020,2020/11/24,44.91,400940,42.84,45.01,44.65
11/25/2020,25-11-2020,11/25/2020,2020/11/25,45.71,400583,44.82,46.26,44.73
11/27/2020,27-11-2020,11/27/2020,2020/11/27,45.53,351413,45.9,46.09,44.55
11/30/2020,30-11-2020,11/30/2020,2020/11/30,45.34,349022,45.34,45.61,44.86
12-01-2020,01-12-2020,12-01-2020,2020/12/01,44.55,295704,45.08,45.7,44.12
12-02-2020,02-12-2020,12-02-2020,2020/12/02,45.28,347720,44.38,45.61,44.8
12-03-2020,03-12-2020,12-03-2020,2020/12/03,45.64,333384,44.99,45.84,44.66
12-04-2020,04-12-2020,12-04-2020,2020/12/04,46.26,317929,45.64,46.68,45.61
12-07-2020,07-12-2020,12-07-2020,2020/12/07,45.76,324354,46.15,46.54,45.58
12-08-2020,08-12-2020,12-08-2020,2020/12/08,45.6,306224,45.66,45.93,45.14
12-09-2020,09-12-2020,12-09-2020,2020/12/09,45.52,402801,45.6,46.24,44.95
12-10-2020,10-12-2020,12-10-2020,2020/12/10,46.78,416274,45.69,47.74,45.52
12-11-2020,11-12-2020,12-11-2020,2020/12/11,46.57,330506,46.97,46.66,46.46
12/14/2020,14-12-2020,12/14/2020,2020/12/14,46.99,380367,46.73,47.44,45.69
12/15/2020,15-12-2020,12/15/2020,2020/12/15,47.62,284724,46.99,47.73,46.54
12/16/2020,16-12-2020,12/16/2020,2020/12/16,47.82,250687,47.6,47.94,47.17
12/17/2020,17-12-2020,12/17/2020,2020/12/17,48.36,77970,47.85,48.59,47.81
12/18/2020,18-12-2020,12/18/2020,2020/12/18,49.1,56198,48.43,49.28,48.1
12/21/2020,21-12-2020,12/21/2020,2020/12/21,47.74,19562,48.54,47.95,47.48
12/22/2020,22-12-2020,12/22/2020,2020/12/22,47.02,281890,47.93,47.96,46.6
12/23/2020,23-12-2020,12/23/2020,2020/12/23,48.12,329762,46.79,48.5,46.16
12/24/2020,24-12-2020,12/24/2020,2020/12/24,48.23,155943,48.09,48.62,47.56
12/28/2020,28-12-2020,12/28/2020,2020/12/28,47.62,224860,48.23,48.96,47.5
12/29/2020,29-12-2020,12/29/2020,2020/12/29,48,195767,47.72,48.35,47.68
12/30/2020,30-12-2020,12/30/2020,2020/12/30,48.4,254396,48.13,48.66,47.61
12/31/2020,31-12-2020,12/31/2020,2020/12/31,48.52,162807,48.35,48.58,47.77
01-04-2021,04-01-2021,01-04-2021,2021/01/04,47.62,502323,48.4,48.05,47.18
01-05-2021,05-01-2021,01-05-2021,2021/01/05,49.93,613857,47.38,50.2,49.37
01-06-2021,06-01-2021,01-06-2021,2021/01/06,50.63,488156,49.82,50.63,49.48
01-07-2021,07-01-2021,01-07-2021,2021/01/07,50.83,346834,50.53,51.28,50.39
01-08-2021,08-01-2021,01-08-2021,2021/01/08,52.24,465126,50.93,52.75,50.81
01-11-2021,11-01-2021,01-11-2021,2021/01/11,52.25,362084,52.58,52.7,51.5
01-12-2021,12-01-2021,01-12-2021,2021/01/12,53.21,362114,52.18,53.45,52.98
01/13/2021,13-01-2021,01/13/2021,2021/01/13,52.91,398195,53.31,53.12,52.84
01/14/2021,14-01-2021,01/14/2021,2021/01/14,53.57,346595,52.84,53.75,53.52
01/15/2021,15-01-2021,01/15/2021,2021/01/15,52.36,149492,53.8,53.83,51.83
01/19/2021,19-01-2021,01/19/2021,2021/01/19,52.98,89533,52,53.13,51.76
01/20/2021,20-01-2021,01/20/2021,2021/01/20,53.24,21202,53.13,53.56,53.05
01/21/2021,21-01-2021,01/21/2021,2021/01/21,53.13,337234,52.93,53.22,52.97
01/22/2021,22-01-2021,01/22/2021,2021/01/22,52.27,416863,53.1,53.16,51.44
01/25/2021,25-01-2021,01/25/2021,2021/01/25,52.77,335175,52.17,52.95,51.82
01/26/2021,26-01-2021,01/26/2021,2021/01/26,52.61,300342,52.91,53.25,52.29
01/27/2021,27-01-2021,01/27/2021,2021/01/27,52.85,425857,52.76,53.3,51.85
01/28/2021,28-01-2021,01/28/2021,2021/01/28,52.34,391963,52.65,53.58,52.04
01/29/2021,29-01-2021,01/29/2021,2021/01/29,52.2,390451,52.15,53.25,51.93
02-01-2021,01-02-2021,02-01-2021,2021/02/01,53.55,391958,51.99,53.74,51.64
02-02-2021,02-02-2021,02-02-2021,2021/02/02,54.76,435014,53.48,55.26,53.45
02-03-2021,03-02-2021,02-03-2021,2021/02/03,55.69,425699,55.05,56.33,54.81
02-04-2021,04-02-2021,02-04-2021,2021/02/04,56.23,359871,55.96,56.58,55.3
02-05-2021,05-02-2021,02-05-2021,2021/02/05,56.85,367946,56.46,57.29,56.43
02-08-2021,08-02-2021,02-08-2021,2021/02/08,57.97,367858,57.06,58.14,57
02-09-2021,09-02-2021,02-09-2021,2021/02/09,58.36,483494,58.11,58.62,57.27
02-10-2021,10-02-2021,02-10-2021,2021/02/10,58.68,417332,58.45,58.91,58.08
02-11-2021,11-02-2021,02-11-2021,2021/02/11,58.24,338366,58.4,58.71,57.84
02-12-2021,12-02-2021,02-12-2021,2021/02/12,59.47,459312,57.94,59.82,57.41
02/16/2021,16-02-2021,02/16/2021,2021/02/16,60.05,573153,60.15,60.27,60.06
02/17/2021,17-02-2021,02/17/2021,2021/02/17,61.14,313035,60.24,61.73,61.19
02/18/2021,18-02-2021,02/18/2021,2021/02/18,60.52,113236,61.68,60.68,59.79
02/19/2021,19-02-2021,02/19/2021,2021/02/19,59.24,62932,60.2,60.29,58.76
02/22/2021,22-02-2021,02/22/2021,2021/02/22,61.49,17185,58.88,61.84,60.87
02/23/2021,23-02-2021,02/23/2021,2021/02/23,61.67,554155,62.16,63,60.67
02/24/2021,24-02-2021,02/24/2021,2021/02/24,63.22,471858,61.29,63.51,62.78
02/25/2021,25-02-2021,02/25/2021,2021/02/25,63.53,489745,63.39,63.63,63.26
02/26/2021,26-02-2021,02/26/2021,2021/02/26,61.5,450135,63.46,61.73,61.48
03-01-2021,01-03-2021,03-01-2021,2021/03/01,60.64,438048,61.95,60.48,60.13
03-02-2021,02-03-2021,03-02-2021,2021/03/02,59.75,437551,60.23,60.51,59.38
03-03-2021,03-03-2021,03-03-2021,2021/03/03,61.28,446196,59.55,61.34,60.97
03-04-2021,04-03-2021,03-04-2021,2021/03/04,63.83,666759,61.08,64.32,63.87
03-05-2021,05-03-2021,03-05-2021,2021/03/05,66.09,544287,64.16,66.42,63.82
03-08-2021,08-03-2021,03-08-2021,2021/03/08,65.05,504787,66.68,67.98,64.57
03-09-2021,09-03-2021,03-09-2021,2021/03/09,64.01,522909,64.73,65.98,63.63
03-10-2021,10-03-2021,03-10-2021,2021/03/10,64.44,472481,63.84,64.96,63.25
03-11-2021,11-03-2021,03-11-2021,2021/03/11,66.02,407926,64.7,66.21,64.54
03-12-2021,12-03-2021,03-12-2021,2021/03/12,65.61,301506,65.96,66.24,65.41
03/15/2021,15-03-2021,03/15/2021,2021/03/15,65.39,352107,65.56,66.4,64.13
03/16/2021,16-03-2021,03/16/2021,2021/03/16,64.8,302297,65.33,65.43,63.8
03/17/2021,17-03-2021,03/17/2021,2021/03/17,64.6,233161,64.75,65.34,63.6
03/18/2021,18-03-2021,03/18/2021,2021/03/18,60,125705,64.42,61.16,58.2
03/19/2021,19-03-2021,03/19/2021,2021/03/19,61.42,53638,59.56,61.72,58.94
03/22/2021,22-03-2021,03/22/2021,2021/03/22,61.55,18717,61.55,61.9,60.39
03/23/2021,23-03-2021,03/23/2021,2021/03/23,57.76,693393,61.28,61.35,57.25
03/24/2021,24-03-2021,03/24/2021,2021/03/24,61.18,549817,57.4,61.34,57.29
03/25/2021,25-03-2021,03/25/2021,2021/03/25,58.56,561159,60.8,60.86,57.44
03/26/2021,26-03-2021,03/26/2021,2021/03/26,60.97,452009,58.48,61.36,58.32
03/29/2021,29-03-2021,03/29/2021,2021/03/29,61.56,437057,60.93,61.68,61.27
03/30/2021,30-03-2021,03/30/2021,2021/03/30,60.55,372783,61.96,62.27,59.94
03/31/2021,31-03-2021,03/31/2021,2021/03/31,59.16,392901,60.45,61.17,58.85
04-01-2021,01-04-2021,04-01-2021,2021/04/01,61.45,577986,59.49,61.75,58.86
04-05-2021,05-04-2021,04-05-2021,2021/04/05,58.65,418824,61.5,61.5,57.63
04-06-2021,06-04-2021,04-06-2021,2021/04/06,59.33,435658,58.8,59.48,59.01
04-07-2021,07-04-2021,04-07-2021,2021/04/07,59.77,454941,59.26,59.92,58.12
04-08-2021,08-04-2021,04-08-2021,2021/04/08,59.6,387648,59.52,59.93,58.82
04-09-2021,09-04-2021,04-09-2021,2021/04/09,59.32,315007,59.76,59.95,59.1
04-12-2021,12-04-2021,04-12-2021,2021/04/12,59.7,372380,59.35,60.77,58.73
04/13/2021,13-04-2021,04/13/2021,2021/04/13,60.18,306699,59.64,60.59,59.64
04/14/2021,14-04-2021,04/14/2021,2021/04/14,63.15,375808,60.44,63.44,60.38
04/15/2021,15-04-2021,04/15/2021,2021/04/15,63.46,218869,62.83,63.57,62.53
04/16/2021,16-04-2021,04/16/2021,2021/04/16,63.13,75376,63.32,63.88,62.83
04/19/2021,19-04-2021,04/19/2021,2021/04/19,63.38,41840,62.98,63.63,62.63
04/20/2021,20-04-2021,04/20/2021,2021/04/20,62.67,463231,63.53,64.38,61.49
04/21/2021,21-04-2021,04/21/2021,2021/04/21,61.35,415634,62.39,62.08,60.97
04/22/2021,22-04-2021,04/22/2021,2021/04/22,61.43,331702,61.11,61.69,61.03
04/23/2021,23-04-2021,04/23/2021,2021/04/23,62.14,326243,61.65,62.43,61.25
04/26/2021,26-04-2021,04/26/2021,2021/04/26,61.91,354112,62.06,62.01,61.89
04/27/2021,27-04-2021,04/27/2021,2021/04/27,62.94,340468,61.97,63.3,61.91
04/28/2021,28-04-2021,04/28/2021,2021/04/28,63.86,366957,63.04,64.53,62.67
04/29/2021,29-04-2021,04/29/2021,2021/04/29,65.01,363816,63.7,65.08,64.77
04/30/2021,30-04-2021,04/30/2021,2021/04/30,63.58,380491,64.88,63.69,63.43
05-03-2021,03-05-2021,05-03-2021,2021/05/03,64.49,269821,63.64,64.56,64.39
05-04-2021,04-05-2021,05-04-2021,2021/05/04,65.69,327341,64.53,65.77,65.22
05-05-2021,05-05-2021,05-05-2021,2021/05/05,65.63,440050,66.45,65.35,65.2
05-06-2021,06-05-2021,05-06-2021,2021/05/06,64.71,369580,65.27,65.13,64.6
05-07-2021,07-05-2021,05-07-2021,2021/05/07,64.9,393845,64.9,64.9,64.67
05-10-2021,10-05-2021,05-10-2021,2021/05/10,64.92,411540,65.57,65.75,63.95
05-11-2021,11-05-2021,05-11-2021,2021/05/11,65.28,484801,64.9,65.5,65.25
05-12-2021,12-05-2021,05-12-2021,2021/05/12,66.08,465657,65.46,66.63,64.97
05/13/2021,13-05-2021,05/13/2021,2021/05/13,63.82,500922,65.75,65.81,63.09
05/14/2021,14-05-2021,05/14/2021,2021/05/14,65.37,356176,63.83,65.62,63.33
05/17/2021,17-05-2021,05/17/2021,2021/05/17,66.27,245951,65.5,66.4,66.29
05/18/2021,18-05-2021,05/18/2021,2021/05/18,65.49,140479,66.33,65.6,65.13
05/19/2021,19-05-2021,05/19/2021,2021/05/19,63.36,68486,65.28,63.46,63.17
05/20/2021,20-05-2021,05/20/2021,2021/05/20,62.05,17039,63.39,62.87,61.89
05/21/2021,21-05-2021,05/21/2021,2021/05/21,63.58,506219,61.89,64.07,61.56
05/24/2021,24-05-2021,05/24/2021,2021/05/24,66.05,435983,63.87,66.14,64.97
05/25/2021,25-05-2021,05/25/2021,2021/05/25,66.07,478519,66.02,66.25,65.78
05/26/2021,26-05-2021,05/26/2021,2021/05/26,66.21,356881,66.04,66.43,65.25
05/27/2021,27-05-2021,05/27/2021,2021/05/27,66.85,321546,66.16,66.92,66.76
05/28/2021,28-05-2021,05/28/2021,2021/05/28,66.32,369957,66.95,67.52,66.17
06-01-2021,01-06-2021,06-01-2021,2021/06/01,67.72,551216,68,68.01,67.9
06-02-2021,02-06-2021,06-02-2021,2021/06/02,68.83,316256,67.99,69,68.24
06-03-2021,03-06-2021,06-03-2021,2021/06/03,68.81,333929,68.76,68.99,68.44
06-04-2021,04-06-2021,06-04-2021,2021/06/04,69.62,307435,68.91,69.67,69.29
06-07-2021,07-06-2021,06-07-2021,2021/06/07,69.23,332899,69.52,70,68.93
06-08-2021,08-06-2021,06-08-2021,2021/06/08,70.05,407390,69.29,70.27,68.47
06-09-2021,09-06-2021,06-09-2021,2021/06/09,69.96,370897,70.01,70.62,69.46
06-10-2021,10-06-2021,06-10-2021,2021/06/10,70.29,448177,69.76,70.39,68.68
06-11-2021,11-06-2021,06-11-2021,2021/06/11,70.91,519748,70.1,71.24,69.68
06/14/2021,14-06-2021,06/14/2021,2021/06/14,70.88,301853,70.65,71.78,70.65
06/15/2021,15-06-2021,06/15/2021,2021/06/15,72.12,307717,71.16,72.49,70.81
06/16/2021,16-06-2021,06/16/2021,2021/06/16,72.15,395326,72.45,72.99,71.61
06/17/2021,17-06-2021,06/17/2021,2021/06/17,71.04,354213,71.65,72.3,69.77
06/18/2021,18-06-2021,06/18/2021,2021/06/18,71.64,120976,71.1,72.17,70.16
06/21/2021,21-06-2021,06/21/2021,2021/06/21,73.66,84703,71.52,73.96,71.15
06/22/2021,22-06-2021,06/22/2021,2021/06/22,73.06,18977,73.41,73.95,72.94
06/23/2021,23-06-2021,06/23/2021,2021/06/23,73.08,408067,72.91,74.25,72.82
06/24/2021,24-06-2021,06/24/2021,2021/06/24,73.3,323860,73.28,73.61,72.32
06/25/2021,25-06-2021,06/25/2021,2021/06/25,74.05,345181,73.32,74.18,72.85
06/28/2021,28-06-2021,06/28/2021,2021/06/28,72.91,339373,73.99,74.45,72.62
06/29/2021,29-06-2021,06/29/2021,2021/06/29,72.98,309029,72.78,73.81,71.97
06/30/2021,30-06-2021,06/30/2021,2021/06/30,73.47,367750,73.47,74.14,72.82
07-01-2021,01-07-2021,07-01-2021,2021/07/01,75.23,595858,73.5,76.22,73.39
07-02-2021,02-07-2021,07-02-2021,2021/07/02,75.16,355423,75.02,75.62,74.41
07-06-2021,06-07-2021,07-06-2021,2021/07/06,73.37,688574,75.35,76.98,72.94
07-07-2021,07-07-2021,07-07-2021,2021/07/07,72.2,580622,73.85,74.86,71.07
07-08-2021,08-07-2021,07-08-2021,2021/07/08,72.94,495822,72.17,73.26,70.76
07-09-2021,09-07-2021,07-09-2021,2021/07/09,74.56,389867,73.26,74.76,72.72
07-12-2021,12-07-2021,07-12-2021,2021/07/12,74.1,360813,74.74,74.93,73.16
