Date2,Date3,Date1,Date,Close/Last,Volume,Open,High,Low
03-05-2019,05-03-2019,03-05-2019,2019/03/05,56.56,525368,56.45,57.19,56.09
03-06-2019,06-03-2019,03-06-2019,2019/03/06,56.22,618141,56.28,56.4,55.42
03-07-2019,07-03-2019,03-07-2019,2019/03/07,56.66,594177,56.2,56.99,56.08
03-08-2019,08-03-2019,03-08-2019,2019/03/08,56.07,713327,56.43,56.51,54.52
03-11-2019,11-03-2019,03-11-2019,2019/03/11,56.79,564424,56.07,57.01,55.96
03-12-2019,12-03-2019,03-12-2019,2019/03/12,56.87,631109,56.76,57.55,56.74
03/13/2019,13-03-2019,03/13/2019,2019/03/13,58.26,575441,57.09,58.48,57.01
03/14/2019,14-03-2019,03/14/2019,2019/03/14,58.61,545052,58.35,58.74,58
03/15/2019,15-03-2019,03/15/2019,2019/03/15,58.52,490637,58.51,58.95,57.74
03/18/2019,18-03-2019,03/18/2019,2019/03/18,59.09,145125,58.45,59.23,58.05
03/19/2019,19-03-2019,03/19/2019,2019/03/19,59.03,82220,59.01,59.57,58.62
03/20/2019,20-03-2019,03/20/2019,2019/03/20,60.23,773212,59.29,60.28,58.56
03/21/2019,21-03-2019,03/21/2019,2019/03/21,59.98,635543,59.99,60.39,59.66
03/22/2019,22-03-2019,03/22/2019,2019/03/22,59.04,718182,59.87,60.07,58.28
03/25/2019,25-03-2019,03/25/2019,2019/03/25,58.82,688637,58.98,59.35,58.17
03/26/2019,26-03-2019,03/26/2019,2019/03/26,59.94,665326,59.12,60.38,59.04
03/27/2019,27-03-2019,03/27/2019,2019/03/27,59.41,715284,60.03,60.22,58.81
03/28/2019,28-03-2019,03/28/2019,2019/03/28,59.3,696292,59.4,59.56,58.2
03/29/2019,29-03-2019,03/29/2019,2019/03/29,60.14,675926,59.53,60.73,59.41
04-01-2019,01-04-2019,04-01-2019,2019/04/01,61.59,650838,60.24,61.8,60.13
04-02-2019,02-04-2019,04-02-2019,2019/04/02,62.58,773128,61.81,62.75,61.6
04-03-2019,03-04-2019,04-03-2019,2019/04/03,62.46,778810,62.64,62.99,62.05
04-04-2019,04-04-2019,04-04-2019,2019/04/04,62.1,669007,62.5,62.77,61.89
04-05-2019,05-04-2019,04-05-2019,2019/04/05,63.08,657438,62.18,63.34,61.82
04-08-2019,08-04-2019,04-08-2019,2019/04/08,64.4,858832,63.33,64.48,63.13
04-09-2019,09-04-2019,04-09-2019,2019/04/09,63.98,753429,64.4,64.79,63.68
04-10-2019,10-04-2019,04-10-2019,2019/04/10,64.61,682909,64.22,64.7,64.05
04-11-2019,11-04-2019,04-11-2019,2019/04/11,63.58,726314,64.48,64.49,63.31
04-12-2019,12-04-2019,04-12-2019,2019/04/12,63.89,611650,63.71,64.65,63.66
04/15/2019,15-04-2019,04/15/2019,2019/04/15,63.4,537492,63.76,63.84,63.03
04/16/2019,16-04-2019,04/16/2019,2019/04/16,64.05,531450,63.57,64.37,62.99
04/17/2019,17-04-2019,04/17/2019,2019/04/17,63.76,219257,64.32,64.61,63.66
04/18/2019,18-04-2019,04/18/2019,2019/04/18,64,114864,63.75,64.16,63.46
04/22/2019,22-04-2019,04/22/2019,2019/04/22,65.7,22417,64,65.92,64
04/23/2019,23-04-2019,04/23/2019,2019/04/23,66.3,683418,65.75,66.6,65.58
04/24/2019,24-04-2019,04/24/2019,2019/04/24,65.89,663654,66.17,66.43,65.66
04/25/2019,25-04-2019,04/25/2019,2019/04/25,65.21,589388,65.81,66.28,64.9
04/26/2019,26-04-2019,04/26/2019,2019/04/26,63.3,975317,65.13,65.18,62.28
04/29/2019,29-04-2019,04/29/2019,2019/04/29,63.5,632742,62.95,63.69,62.46
04/30/2019,30-04-2019,04/30/2019,2019/04/30,63.91,729321,63.58,64.75,63.3
05-01-2019,01-05-2019,05-01-2019,2019/05/01,63.6,660097,63.4,63.93,62.77
05-02-2019,02-05-2019,05-02-2019,2019/05/02,61.81,888385,63.61,63.68,60.95
05-03-2019,03-05-2019,05-03-2019,2019/05/03,61.94,628920,61.55,62.52,61.3
05-06-2019,06-05-2019,05-06-2019,2019/05/06,62.25,753071,61.43,62.95,60.04
05-07-2019,07-05-2019,05-07-2019,2019/05/07,61.4,809835,62.17,62.49,60.66
05-08-2019,08-05-2019,05-08-2019,2019/05/08,62.12,758927,61.44,62.37,61.07
05-09-2019,09-05-2019,05-09-2019,2019/05/09,61.7,740872,62.02,62.21,60.92
05-10-2019,10-05-2019,05-10-2019,2019/05/10,61.66,756944,61.64,62.49,61.42
05/13/2019,13-05-2019,05/13/2019,2019/05/13,61.04,966475,61.65,63.33,60.64
05/14/2019,14-05-2019,05/14/2019,2019/05/14,61.78,729875,60.86,62.11,60.69
05/15/2019,15-05-2019,05/15/2019,2019/05/15,62.02,698909,61.37,62.34,60.85
05/16/2019,16-05-2019,05/16/2019,2019/05/16,62.87,525262,62.12,63.48,62.08
05/17/2019,17-05-2019,05/17/2019,2019/05/17,62.76,193756,63.12,63.64,62.52
05/20/2019,20-05-2019,05/20/2019,2019/05/20,63.1,85611,62.93,63.81,62.45
05/21/2019,21-05-2019,05/21/2019,2019/05/21,62.99,20571,63.22,63.6,62.75
05/22/2019,22-05-2019,05/22/2019,2019/05/22,61.42,746245,62.95,63,61.03
05/23/2019,23-05-2019,05/23/2019,2019/05/23,57.91,1080278,61.31,61.41,57.33
05/24/2019,24-05-2019,05/24/2019,2019/05/24,58.63,257054,58.94,59.27,58.13
05/28/2019,28-05-2019,05/28/2019,2019/05/28,59.14,1000943,59.23,59.57,58.13
05/29/2019,29-05-2019,05/29/2019,2019/05/29,58.81,1097970,59.07,59.14,56.88
05/30/2019,30-05-2019,05/30/2019,2019/05/30,56.59,820325,59.12,59.7,56.33
05/31/2019,31-05-2019,05/31/2019,2019/05/31,53.5,995499,56.46,56.61,53.05
06-03-2019,03-06-2019,06-03-2019,2019/06/03,53.25,958962,53.42,54.63,52.11
06-04-2019,04-06-2019,06-04-2019,2019/06/04,53.48,805973,52.89,53.78,52.43
06-05-2019,05-06-2019,06-05-2019,2019/06/05,51.68,918268,52.86,53.41,50.6
06-06-2019,06-06-2019,06-06-2019,2019/06/06,52.59,763047,51.66,53.3,51.17
06-07-2019,07-06-2019,06-07-2019,2019/06/07,53.99,788177,53.1,54.32,52.62
06-10-2019,10-06-2019,06-10-2019,2019/06/10,53.26,650338,54.24,54.84,53.05
06-11-2019,11-06-2019,06-11-2019,2019/06/11,53.27,609096,53.43,54.04,52.91
06-12-2019,12-06-2019,06-12-2019,2019/06/12,51.14,751946,53.04,53.05,50.72
06/13/2019,13-06-2019,06/13/2019,2019/06/13,52.28,906394,51.07,53.45,50.92
06/14/2019,14-06-2019,06/14/2019,2019/06/14,52.51,551561,52.18,52.98,51.7
06/17/2019,17-06-2019,06/17/2019,2019/06/17,51.93,373628,52.5,52.74,51.58
06/18/2019,18-06-2019,06/18/2019,2019/06/18,53.9,160423,51.95,54.31,51.5
06/19/2019,19-06-2019,06/19/2019,2019/06/19,53.76,88202,54.09,54.42,53.28
06/20/2019,20-06-2019,06/20/2019,2019/06/20,56.65,19128,54.12,57.02,54.11
06/21/2019,21-06-2019,06/21/2019,2019/06/21,57.43,656043,57.26,57.98,56.66
06/24/2019,24-06-2019,06/24/2019,2019/06/24,57.9,580364,57.72,58.22,56.75
06/25/2019,25-06-2019,06/25/2019,2019/06/25,57.83,658266,57.74,58.84,57.2
06/26/2019,26-06-2019,06/26/2019,2019/06/26,59.38,664001,58.84,59.93,58.65
06/27/2019,27-06-2019,06/27/2019,2019/06/27,59.43,516845,59.27,59.73,58.61
06/28/2019,28-06-2019,06/28/2019,2019/06/28,58.47,530558,59.22,59.8,57.75
07-01-2019,01-07-2019,07-01-2019,2019/07/01,59.09,658177,59.27,60.28,58.34
07-02-2019,02-07-2019,07-02-2019,2019/07/02,56.25,859447,59.14,59.43,56.09
07-03-2019,03-07-2019,07-03-2019,2019/07/03,57.34,198678,57.38,57.57,56.47
07-05-2019,05-07-2019,07-05-2019,2019/07/05,57.51,681543,56.75,57.82,56.29
07-08-2019,08-07-2019,07-08-2019,2019/07/08,57.66,510184,57.77,58.46,57.3
07-09-2019,09-07-2019,07-09-2019,2019/07/09,57.83,518258,57.56,59.1,57.29
07-10-2019,10-07-2019,07-10-2019,2019/07/10,60.43,658286,58.4,60.53,58.35
07-11-2019,11-07-2019,07-11-2019,2019/07/11,60.2,544988,60.44,60.94,60.14
07-12-2019,12-07-2019,07-12-2019,2019/07/12,60.21,448113,60.46,60.74,59.93
07/15/2019,15-07-2019,07/15/2019,2019/07/15,59.58,544793,60.25,60.92,59.2
07/16/2019,16-07-2019,07/16/2019,2019/07/16,57.62,697080,59.26,60.06,57.07
07/17/2019,17-07-2019,07/17/2019,2019/07/17,56.78,488728,57.52,58.36,56.21
07/18/2019,18-07-2019,07/18/2019,2019/07/18,55.3,195257,56.6,57.32,54.72
07/19/2019,19-07-2019,07/19/2019,2019/07/19,55.63,72057,55.72,56.36,54.99
07/22/2019,22-07-2019,07/22/2019,2019/07/22,56.22,599949,56.2,57.04,55.83
07/23/2019,23-07-2019,07/23/2019,2019/07/23,56.77,508094,56.17,57.47,55.74
07/24/2019,24-07-2019,07/24/2019,2019/07/24,55.88,725189,57.23,57.64,55.33
07/25/2019,25-07-2019,07/25/2019,2019/07/25,56.02,546743,55.9,56.99,55.81
07/26/2019,26-07-2019,07/26/2019,2019/07/26,56.2,462109,55.93,56.57,55.68
07/29/2019,29-07-2019,07/29/2019,2019/07/29,56.87,516033,56.2,57.1,55.81
07/30/2019,30-07-2019,07/30/2019,2019/07/30,58.05,528430,57.07,58.47,56.96
07/31/2019,31-07-2019,07/31/2019,2019/07/31,58.58,592538,58.34,58.82,57.81
08-01-2019,01-08-2019,08-01-2019,2019/08/01,53.95,854993,57.85,57.99,53.59
08-02-2019,02-08-2019,08-02-2019,2019/08/02,55.66,709609,54.54,56.05,54.15
08-05-2019,05-08-2019,08-05-2019,2019/08/05,54.69,796567,55.38,55.61,54.22
08-06-2019,06-08-2019,08-06-2019,2019/08/06,53.63,651703,54.95,55.42,53.29
08-07-2019,07-08-2019,08-07-2019,2019/08/07,51.09,1009229,53.42,53.77,50.52
08-08-2019,08-08-2019,08-08-2019,2019/08/08,52.54,681903,52.33,53.06,51.94
08-09-2019,09-08-2019,08-09-2019,2019/08/09,54.5,684278,52.88,54.92,52.37
08-12-2019,12-08-2019,08-12-2019,2019/08/12,54.93,574972,54.32,55.18,53.54
08/13/2019,13-08-2019,08/13/2019,2019/08/13,57.1,740863,54.73,57.47,54.21
08/14/2019,14-08-2019,08/14/2019,2019/08/14,55.23,699321,56.74,56.85,53.97
08/15/2019,15-08-2019,08/15/2019,2019/08/15,54.47,504364,54.9,55.33,53.77
08/16/2019,16-08-2019,08/16/2019,2019/08/16,54.87,149723,54.74,55.67,54.26
08/19/2019,19-08-2019,08/19/2019,2019/08/19,56.21,75923,54.96,56.41,54.84
08/20/2019,20-08-2019,08/20/2019,2019/08/20,56.34,29321,56.1,56.6,55.28
08/21/2019,21-08-2019,08/21/2019,2019/08/21,55.68,688659,56.05,57.13,55.55
08/22/2019,22-08-2019,08/22/2019,2019/08/22,55.35,607226,55.94,56.46,54.85
08/23/2019,23-08-2019,08/23/2019,2019/08/23,54.17,790876,55.35,55.6,53.24
08/26/2019,26-08-2019,08/26/2019,2019/08/26,53.64,665088,53.25,55.26,52.96
08/27/2019,27-08-2019,08/27/2019,2019/08/27,54.93,582245,53.76,55.72,53.69
08/28/2019,28-08-2019,08/28/2019,2019/08/28,55.78,652574,55.71,56.75,55.34
08/29/2019,29-08-2019,08/29/2019,2019/08/29,56.71,609609,55.88,56.89,55.43
08/30/2019,30-08-2019,08/30/2019,2019/08/30,55.16,679847,55.07,55.16,55
09-03-2019,03-09-2019,09-03-2019,2019/09/03,53.94,940004,54.8,55.24,52.84
09-04-2019,04-09-2019,09-04-2019,2019/09/04,56.26,651510,53.92,56.58,53.84
09-05-2019,05-09-2019,09-05-2019,2019/09/05,56.3,689882,55.95,57.76,55.75
09-06-2019,06-09-2019,09-06-2019,2019/09/06,56.52,686478,56.19,56.95,54.83
09-09-2019,09-09-2019,09-09-2019,2019/09/09,57.85,607021,56.8,58.16,56.58
09-10-2019,10-09-2019,09-10-2019,2019/09/10,57.4,718610,58.03,58.76,57.2
09-11-2019,11-09-2019,09-11-2019,2019/09/11,55.75,820839,57.89,58.3,55.61
09-12-2019,12-09-2019,09-12-2019,2019/09/12,55.09,808312,55.93,56.34,54
09/13/2019,13-09-2019,09/13/2019,2019/09/13,54.85,563398,55.15,55.68,54.44
09/16/2019,16-09-2019,09/16/2019,2019/09/16,62.9,1372105,62.35,63.38,61.45
09/17/2019,17-09-2019,09/17/2019,2019/09/17,59.34,973374,61.25,61.29,58.46
09/18/2019,18-09-2019,09/18/2019,2019/09/18,58.11,202008,58.14,58.27,58.05
09/19/2019,19-09-2019,09/19/2019,2019/09/19,58.13,77410,58.2,59.54,58.01
09/20/2019,20-09-2019,09/20/2019,2019/09/20,58.09,20652,58.65,59.1,57.79
09/23/2019,23-09-2019,09/23/2019,2019/09/23,58.64,511511,59.25,59.39,57.37
09/24/2019,24-09-2019,09/24/2019,2019/09/24,57.29,570224,58.44,58.49,56.69
09/25/2019,25-09-2019,09/25/2019,2019/09/25,56.49,539689,56.7,57.02,55.55
09/26/2019,26-09-2019,09/26/2019,2019/09/26,56.41,576648,56.69,56.84,55.41
09/27/2019,27-09-2019,09/27/2019,2019/09/27,55.91,689324,56.51,56.76,54.75
09/30/2019,30-09-2019,09/30/2019,2019/09/30,54.07,504623,56.54,56.57,53.98
10-01-2019,01-10-2019,10-01-2019,2019/10/01,53.62,555107,54.28,54.84,53.05
10-02-2019,02-10-2019,10-02-2019,2019/10/02,52.64,556072,54,54.42,52.17
10-03-2019,03-10-2019,10-03-2019,2019/10/03,52.45,610390,52.47,52.91,50.99
10-04-2019,04-10-2019,10-04-2019,2019/10/04,52.81,515324,52.29,53.35,52.04
10-07-2019,07-10-2019,10-07-2019,2019/10/07,52.75,510780,52.76,53.07,52.71
10-08-2019,08-10-2019,10-08-2019,2019/10/08,52.63,614888,52.81,53.27,51.81
10-09-2019,09-10-2019,10-09-2019,2019/10/09,52.59,585947,52.58,52.75,52.51
10-10-2019,10-10-2019,10-10-2019,2019/10/10,53.55,576127,52.69,53.97,51.38
10-11-2019,11-10-2019,10-11-2019,2019/10/11,54.7,697084,53.88,54.93,53.64
10/14/2019,14-10-2019,10/14/2019,2019/10/14,53.59,450419,54.9,54.9,52.77
10/15/2019,15-10-2019,10/15/2019,2019/10/15,52.81,484794,53.51,53.79,52.39
10/16/2019,16-10-2019,10/16/2019,2019/10/16,53.36,432727,52.92,53.74,52.51
10/17/2019,17-10-2019,10/17/2019,2019/10/17,53.93,405330,52.99,54.16,52.62
10/18/2019,18-10-2019,10/18/2019,2019/10/18,53.78,156871,54.09,54.62,53.35
10/21/2019,21-10-2019,10/21/2019,2019/10/21,53.31,63794,53.71,54.03,52.71
10/22/2019,22-10-2019,10/22/2019,2019/10/22,54.16,23001,53.39,54.62,53.1
10/23/2019,23-10-2019,10/23/2019,2019/10/23,55.97,600372,54.3,56.07,53.62
10/24/2019,24-10-2019,10/24/2019,2019/10/24,56.23,459548,55.9,56.51,55.41
10/25/2019,25-10-2019,10/25/2019,2019/10/25,56.66,418474,56.71,56.74,56.57
10/28/2019,28-10-2019,10/28/2019,2019/10/28,55.81,417828,56.65,56.92,55.58
10/29/2019,29-10-2019,10/29/2019,2019/10/29,55.54,505147,55.8,55.91,54.61
10/30/2019,30-10-2019,10/30/2019,2019/10/30,55.06,630266,55.53,55.73,54.42
10/31/2019,31-10-2019,10/31/2019,2019/10/31,54.18,645900,54.9,55.59,53.71
11-01-2019,01-11-2019,11-01-2019,2019/11/01,56.2,514826,54.15,56.33,54.07
11-04-2019,04-11-2019,11-04-2019,2019/11/04,56.54,551001,56.41,57.43,55.83
11-05-2019,05-11-2019,11-05-2019,2019/11/05,57.23,411763,56.56,57.5,56.3
11-06-2019,06-11-2019,11-06-2019,2019/11/06,56.35,588671,56.34,56.58,56.29
11-07-2019,07-11-2019,11-07-2019,2019/11/07,57.15,633837,56.84,57.1,56.83
11-08-2019,08-11-2019,11-08-2019,2019/11/08,57.24,589272,57.08,57.48,55.76
11-11-2019,11-11-2019,11-11-2019,2019/11/11,56.86,462661,57.4,57.4,56.25
11-12-2019,12-11-2019,11-12-2019,2019/11/12,56.8,545060,56.89,57.55,56.54
11/13/2019,13-11-2019,11/13/2019,2019/11/13,57.12,515248,57.19,57.52,57.17
11/14/2019,14-11-2019,11/14/2019,2019/11/14,56.77,487284,57.39,57.79,56.63
11/15/2019,15-11-2019,11/15/2019,2019/11/15,57.72,350171,57.75,57.94,57.59
11/18/2019,18-11-2019,11/18/2019,2019/11/18,57.05,137000,57.88,58.09,56.55
11/19/2019,19-11-2019,11/19/2019,2019/11/19,55.21,76021,56.9,57.11,55.04
11/20/2019,20-11-2019,11/20/2019,2019/11/20,57.11,20010,55.16,57.25,54.76
11/21/2019,21-11-2019,11/21/2019,2019/11/21,58.58,570480,57,58.67,56.6
11/22/2019,22-11-2019,11/22/2019,2019/11/22,57.77,480281,58.31,58.74,57.5
11/25/2019,25-11-2019,11/25/2019,2019/11/25,58.01,406785,57.92,58.15,57.21
11/26/2019,26-11-2019,11/26/2019,2019/11/26,58.41,427362,57.92,58.56,57.76
11/27/2019,27-11-2019,11/27/2019,2019/11/27,58.11,432902,58.27,58.68,57.51
11/29/2019,29-11-2019,11/29/2019,2019/11/29,55.17,692806,58.2,58.3,55.02
12-02-2019,02-12-2019,12-02-2019,2019/12/02,55.96,581647,55.47,56.67,55.42
12-03-2019,03-12-2019,12-03-2019,2019/12/03,56.1,540776,55.96,56.8,55.35
12-04-2019,04-12-2019,12-04-2019,2019/12/04,58.43,731078,56.43,58.66,56.28
12-05-2019,05-12-2019,12-05-2019,2019/12/05,58.33,620670,58.36,59.12,58.1
12-06-2019,06-12-2019,12-06-2019,2019/12/06,59.2,637852,58.32,59.85,57.7
12-09-2019,09-12-2019,12-09-2019,2019/12/09,59.02,466515,59.11,59.25,58.23
12-10-2019,10-12-2019,12-10-2019,2019/12/10,59.24,514628,58.92,59.52,58.52
12-11-2019,11-12-2019,12-11-2019,2019/12/11,58.76,555721,58.8,58.87,58.79
12-12-2019,12-12-2019,12-12-2019,2019/12/12,59.18,485241,59.46,59.5,59.2
12/13/2019,13-12-2019,12/13/2019,2019/12/13,60.07,485594,59.36,60.48,59.27
12/16/2019,16-12-2019,12/16/2019,2019/12/16,60.21,306591,59.87,60.34,59.71
12/17/2019,17-12-2019,12/17/2019,2019/12/17,60.94,147235,60.23,61.06,60.03
12/18/2019,18-12-2019,12/18/2019,2019/12/18,60.93,95329,60.55,61.18,60.32
12/19/2019,19-12-2019,12/19/2019,2019/12/19,61.18,417022,60.81,61.4,60.69
12/20/2019,20-12-2019,12/20/2019,2019/12/20,60.44,534878,61.11,61.2,60.02
12/23/2019,23-12-2019,12/23/2019,2019/12/23,60.52,301631,60.41,60.77,60.1
12/24/2019,24-12-2019,12/24/2019,2019/12/24,61.11,190859,60.63,61.16,60.47
12/26/2019,26-12-2019,12/26/2019,2019/12/26,61.68,253345,61.2,61.83,61.06
12/27/2019,27-12-2019,12/27/2019,2019/12/27,61.72,333129,61.73,61.97,61.24
12/30/2019,30-12-2019,12/30/2019,2019/12/30,61.68,406253,61.71,62.34,61.09
12/31/2019,31-12-2019,12/31/2019,2019/12/31,61.06,474053,61.68,61.88,60.63
01-02-2020,02-01-2020,01-02-2020,2020/01/02,61.18,471119,61.6,61.6,60.64
01-03-2020,03-01-2020,01-03-2020,2020/01/03,63.05,852975,61.18,64.09,61.13
01-06-2020,06-01-2020,01-06-2020,2020/01/06,63.27,705242,63.71,64.72,62.64
01-07-2020,07-01-2020,01-07-2020,2020/01/07,62.7,556048,62.91,63.15,62.11
01-08-2020,08-01-2020,01-08-2020,2020/01/08,59.61,1157077,59.91,60.46,59.84
01-09-2020,09-01-2020,01-09-2020,2020/01/09,59.56,712658,59.99,60.31,58.66
01-10-2020,10-01-2020,01-10-2020,2020/01/10,59.04,553817,59.61,59.78,58.85
01/13/2020,13-01-2020,01/13/2020,2020/01/13,58.08,549744,59.04,59.27,57.91
01/14/2020,14-01-2020,01/14/2020,2020/01/14,58.23,471167,58.03,58.72,57.72
01/15/2020,15-01-2020,01/15/2020,2020/01/15,57.81,412514,58.2,58.36,57.36
01/16/2020,16-01-2020,01/16/2020,2020/01/16,58.52,170200,58.1,58.87,57.56
01/17/2020,17-01-2020,01/17/2020,2020/01/17,58.54,90539,58.59,58.98,58.27
01/21/2020,21-01-2020,01/21/2020,2020/01/21,58.34,36251,58.8,59.73,57.68
01/22/2020,22-01-2020,01/22/2020,2020/01/22,56.74,598300,56.88,57.1,56.03
01/23/2020,23-01-2020,01/23/2020,2020/01/23,55.59,670777,56.11,56.27,54.77
01/24/2020,24-01-2020,01/24/2020,2020/01/24,54.19,558150,54.25,54.42,54.15
01/27/2020,27-01-2020,01/27/2020,2020/01/27,53.14,685508,53.7,53.71,52.13
01/28/2020,28-01-2020,01/28/2020,2020/01/28,53.48,609189,52.77,54.06,52.68
01/29/2020,29-01-2020,01/29/2020,2020/01/29,53.33,603478,53.97,54.37,52.81
01/30/2020,30-01-2020,01/30/2020,2020/01/30,52.14,686601,53.09,53.2,51.66
01/31/2020,31-01-2020,01/31/2020,2020/01/31,51.56,790646,52.92,53.36,50.97
02-03-2020,03-02-2020,02-03-2020,2020/02/03,50.11,839671,51.01,51.97,49.8
02-04-2020,04-02-2020,02-04-2020,2020/02/04,49.61,825721,49.94,51.55,49.31
02-05-2020,05-02-2020,02-05-2020,2020/02/05,50.75,849264,49.51,51.88,49.47
02-06-2020,06-02-2020,02-06-2020,2020/02/06,50.95,715101,51.17,52.2,50.24
02-07-2020,07-02-2020,02-07-2020,2020/02/07,50.32,705408,51.11,51.48,50.09
02-10-2020,10-02-2020,02-10-2020,2020/02/10,49.57,663623,50.12,50.49,49.42
02-11-2020,11-02-2020,02-11-2020,2020/02/11,49.94,671000,49.61,50.69,49.58
02-12-2020,12-02-2020,02-12-2020,2020/02/12,51.17,734341,49.96,51.73,49.95
02/13/2020,13-02-2020,02/13/2020,2020/02/13,51.42,694375,51.72,51.96,50.6
02/14/2020,14-02-2020,02/14/2020,2020/02/14,52.05,571940,51.51,52.34,51.32
02/18/2020,18-02-2020,02/18/2020,2020/02/18,52.12,200409,52.1,52.41,50.88
02/19/2020,19-02-2020,02/19/2020,2020/02/19,53.29,78294,52.12,53.66,51.93
02/20/2020,20-02-2020,02/20/2020,2020/02/20,53.78,18321,53.5,54.5,53.22
02/21/2020,21-02-2020,02/21/2020,2020/02/21,53.38,690203,53.74,53.86,52.55
02/24/2020,24-02-2020,02/24/2020,2020/02/24,51.43,739360,51.44,51.46,51.17
02/25/2020,25-02-2020,02/25/2020,2020/02/25,49.9,746438,50.14,50.17,49.69
02/26/2020,26-02-2020,02/26/2020,2020/02/26,48.73,863928,48.71,48.74,48.59
02/27/2020,27-02-2020,02/27/2020,2020/02/27,47.09,980446,46.97,46.99,46.17
02/28/2020,28-02-2020,02/28/2020,2020/02/28,44.76,1059301,46.49,47.03,43.85
03-02-2020,02-03-2020,03-02-2020,2020/03/02,46.75,918575,43.7,47.56,43.32
03-03-2020,03-03-2020,03-03-2020,2020/03/03,47.18,985670,47.72,48.66,46.47
03-04-2020,04-03-2020,03-04-2020,2020/03/04,46.78,724225,46.94,48.41,46.65
03-05-2020,05-03-2020,03-05-2020,2020/03/05,45.9,683404,47.45,47.54,45.65
03-06-2020,06-03-2020,03-06-2020,2020/03/06,41.28,1204734,46.09,46.38,41.05
03-09-2020,09-03-2020,03-09-2020,2020/03/09,31.13,1693652,32.87,34.88,27.34
03-10-2020,10-03-2020,03-10-2020,2020/03/10,34.36,997569,30.37,35.02,30.2
03-11-2020,11-03-2020,03-11-2020,2020/03/11,32.98,824665,34.62,36.35,32.56
03-12-2020,12-03-2020,03-12-2020,2020/03/12,31.5,963502,33.07,33.63,30.02
03/13/2020,13-03-2020,03/13/2020,2020/03/13,31.73,715399,30.77,33.87,30.33
03/16/2020,16-03-2020,03/16/2020,2020/03/16,28.7,663525,28.23,30.42,28.22
03/17/2020,17-03-2020,03/17/2020,2020/03/17,26.95,521494,28.69,30.3,26.63
03/18/2020,18-03-2020,03/18/2020,2020/03/18,20.37,286707,26.94,27.22,20.06
03/19/2020,19-03-2020,03/19/2020,2020/03/19,25.22,78126,22.3,27.71,21.36
03/20/2020,20-03-2020,03/20/2020,2020/03/20,22.43,18012,24.73,27.89,19.46
03/23/2020,23-03-2020,03/23/2020,2020/03/23,23.36,801593,22.19,24.07,20.8
03/24/2020,24-03-2020,03/24/2020,2020/03/24,24.01,633894,23.87,25.16,23.09
03/25/2020,25-03-2020,03/25/2020,2020/03/25,24.49,594780,24.37,25.24,22.91
03/26/2020,26-03-2020,03/26/2020,2020/03/26,22.6,594194,24.25,24.65,22.38
03/27/2020,27-03-2020,03/27/2020,2020/03/27,21.51,551742,23.29,23.44,20.88
03/30/2020,30-03-2020,03/30/2020,2020/03/30,20.09,695356,20.93,20.86,19.27
03/31/2020,31-03-2020,03/31/2020,2020/03/31,20.48,604605,20.23,21.89,20.01
04-01-2020,01-04-2020,04-01-2020,2020/04/01,20.31,663543,20.1,21.55,19.9
04-02-2020,02-04-2020,04-02-2020,2020/04/02,25.32,1041769,25.87,27.13,23.34
04-03-2020,03-04-2020,04-03-2020,2020/04/03,28.34,947533,24.81,29.13,23.52
04-06-2020,06-04-2020,04-06-2020,2020/04/06,26.08,713558,25.95,28.24,25.63
04-07-2020,07-04-2020,04-07-2020,2020/04/07,23.63,686575,26.34,27.24,23.54
04-08-2020,08-04-2020,04-08-2020,2020/04/08,25.09,690628,25.78,26.39,24.87
04-09-2020,09-04-2020,04-09-2020,2020/04/09,22.76,999324,26.28,28.36,22.57
04/13/2020,13-04-2020,04/13/2020,2020/04/13,22.41,676148,23.67,24.57,22.03
04/14/2020,14-04-2020,04/14/2020,2020/04/14,20.11,668308,22.36,23.08,19.95
04/15/2020,15-04-2020,04/15/2020,2020/04/15,19.87,504320,20.72,20.89,19.2
04/16/2020,16-04-2020,04/16/2020,2020/04/16,19.75,319273,20.15,20.53,19.42
04/17/2020,17-04-2020,04/17/2020,2020/04/17,18.27,213600,20,20.22,17.31
04/20/2020,20-04-2020,04/20/2020,2020/04/20,-37.63,148427,-37.25,-35.2,-40.32
04/21/2020,21-04-2020,04/21/2020,2020/04/21,9.06,12250,11.35,13.86,8.91
04/22/2020,22-04-2020,04/22/2020,2020/04/22,13.78,1141771,15.86,15.87,13.49
04/23/2020,23-04-2020,04/23/2020,2020/04/23,16.5,777155,14.2,18.26,13.35
04/24/2020,24-04-2020,04/24/2020,2020/04/24,16.94,565121,16.78,17.97,15.64
04/27/2020,27-04-2020,04/27/2020,2020/04/27,12.78,581712,16.84,16.98,11.88
04/28/2020,28-04-2020,04/28/2020,2020/04/28,12.34,815946,12.96,13.69,10.07
04/29/2020,29-04-2020,04/29/2020,2020/04/29,15.06,510049,13.35,16.78,12.67
04/30/2020,30-04-2020,04/30/2020,2020/04/30,18.84,501420,19.23,19.44,18.11
05-01-2020,01-05-2020,05-01-2020,2020/05/01,19.78,368386,19.04,20.48,18.07
05-04-2020,04-05-2020,05-04-2020,2020/05/04,20.39,286630,19.11,21.42,18.05
05-05-2020,05-05-2020,05-05-2020,2020/05/05,24.56,363452,21.24,25.49,21.13
05-06-2020,06-05-2020,05-06-2020,2020/05/06,23.99,357184,25.52,26.08,22.58
